l6	price
861e020dfffffff	1219298.0
861e02687ffffff	1200000.0
861e030f7ffffff	1508301.0
861e03137ffffff	949495.0
861e0344fffffff	1149972.2542372881
861e0345fffffff	1071476.28125
861e034cfffffff	941509.0
861e03607ffffff	815503.8828828828
861e0360fffffff	811079.3561643836
861e03617ffffff	724351.2053571428
861e0361fffffff	873468.2307692308
861e03627ffffff	827928.7468354431
861e0362fffffff	665250.12
861e03637ffffff	848913.6625766872
861e036a7ffffff	754474.7548076923
861e036afffffff	734256.0784313725
861e036b7ffffff	644444.0
861e03707ffffff	754078.8571428572
861e03717ffffff	1038988.8861386139
861e0371fffffff	804236.3149606299
861e03737ffffff	954608.1538461539
861e03747ffffff	499819.6666666667
861e03787ffffff	1198564.9321824908
861e0378fffffff	877265.4748490945
861e03797ffffff	686922.0714285715
861e0379fffffff	975012.7772277228
861e037a7ffffff	1222658.5652173914
861e037afffffff	1059925.3822075783
861e037b7ffffff	1229496.0
861e08997ffffff	831125.4285714285
861e0a8f7ffffff	881666.5
861e0a967ffffff	726667.8571428572
861e0e19fffffff	3382335.0
861e0e6d7ffffff	970297.0
861e110efffffff	883903.5
861e11217ffffff	876789.125
861e11657ffffff	708297.25
861e18cdfffffff	905356.4285714285
861e19c27ffffff	600000.0
861e1c8cfffffff	988268.8
861e1cb5fffffff	835209.8
861e1cb6fffffff	806536.304347826
861e1cc5fffffff	768126.0
861e1cc77ffffff	917369.0
861e1d19fffffff	1308560.6
861e1eb17ffffff	971174.2857142857
