l8	price
881e020ca5fffff	1219298.0
881e02686bfffff	1200000.0
881e030a93fffff	1508301.0
881e031341fffff	949495.0
881e034495fffff	1204751.5454545454
881e034497fffff	1164082.2
881e0344a1fffff	1127359.0
881e0344a5fffff	697136.0
881e0344a7fffff	981744.5
881e0344b3fffff	1556710.4
881e0344bbfffff	1191539.0
881e034591fffff	1285236.7777777778
881e034593fffff	792390.3333333334
881e034595fffff	846020.0
881e034599fffff	1200678.5
881e03459bfffff	935383.3333333334
881e0345d3fffff	1449016.25
881e034cbbfffff	941509.0
881e036003fffff	732619.1904761905
881e036005fffff	701929.5555555555
881e03600dfffff	757669.6
881e036011fffff	668445.2
881e036013fffff	725811.0
881e036015fffff	679159.6666666666
881e036017fffff	895463.3333333334
881e03601bfffff	668367.0
881e03601dfffff	488210.0
881e036021fffff	984058.6875
881e036029fffff	852301.0
881e03602bfffff	943256.5
881e036031fffff	616105.25
881e036039fffff	1219298.0
881e036047fffff	908084.9285714285
881e036049fffff	709032.0
881e036051fffff	657500.0
881e036053fffff	909597.5
881e036057fffff	1048848.0
881e036059fffff	865858.0
881e03605bfffff	786175.3333333334
881e036061fffff	711340.0
881e036069fffff	218125.0
881e03606bfffff	937704.0
881e03608dfffff	810145.0
881e0360c5fffff	766474.6666666666
881e0360cdfffff	789607.6
881e0360e1fffff	897390.2105263158
881e0360e3fffff	543983.25
881e0360e9fffff	803016.8918918918
881e0360ebfffff	1039370.0
881e0360edfffff	872222.5
881e036101fffff	576087.0
881e036103fffff	784050.75
881e036105fffff	722053.3076923077
881e036107fffff	700742.7692307692
881e036109fffff	762530.5
881e03610dfffff	706197.7222222222
881e036111fffff	602837.0
881e036115fffff	811946.5
881e036117fffff	331667.0
881e03611dfffff	815209.0
881e036129fffff	723566.875
881e03612bfffff	797802.5
881e036133fffff	699939.4285714285
881e03613bfffff	1411765.0
881e036141fffff	1026475.0
881e036143fffff	700000.0
881e036145fffff	738044.0
881e036147fffff	695643.8
881e036149fffff	766885.25
881e03614bfffff	600784.8571428572
881e03614dfffff	656407.3846153846
881e036155fffff	956289.3333333334
881e036157fffff	712875.4444444445
881e03615dfffff	535512.6
881e036163fffff	833333.3333333334
881e036165fffff	645134.95
881e036167fffff	921945.0
881e03616dfffff	694838.3333333334
881e036181fffff	460428.0
881e036189fffff	832292.0
881e0361e1fffff	1119997.1666666667
881e0361e9fffff	763889.0
881e0361ebfffff	893750.0
881e0361edfffff	707555.1333333333
881e036205fffff	1065105.5
881e036207fffff	868752.6
881e036221fffff	889729.0
881e036223fffff	749000.0
881e036225fffff	850451.0
881e036227fffff	971070.75
881e036229fffff	774582.0
881e03622bfffff	805741.9230769231
881e036235fffff	495234.0
881e03623dfffff	766667.0
881e036261fffff	873957.96
881e036263fffff	569236.75
881e036265fffff	437595.0
881e036267fffff	755413.6666666666
881e03626dfffff	602444.0666666667
881e0362e7fffff	665250.12
881e036301fffff	573487.0
881e036309fffff	836957.0
881e03630bfffff	1265060.0
881e03630dfffff	803872.5
881e036319fffff	888240.8055555555
881e03631bfffff	919274.5
881e03631dfffff	907406.3333333334
881e036321fffff	563779.4
881e036323fffff	614129.25
881e036327fffff	659200.0
881e03632dfffff	789107.6571428571
881e036335fffff	641349.0
881e03633dfffff	928000.0
881e036341fffff	856051.3333333334
881e036343fffff	399500.0
881e036345fffff	1072241.4444444445
881e036347fffff	887534.9666666667
881e036349fffff	1027593.4545454546
