l14	price
8e1e020ca5a1c17	1219298.0
8e1e02686b605b7	1200000.0
8e1e030a9344db7	1508301.0
8e1e03134724587	949495.0
8e1e03449489c97	594714.0
8e1e034494d6927	1233800.9523809524
8e1e03449636117	1152174.0
8e1e03449693337	1191539.0
8e1e034496a8437	1156828.0
8e1e034497928f7	1197753.0
8e1e0344a0aaa97	1127359.0
8e1e0344a4252af	747312.0
8e1e0344a599a07	672048.0
8e1e0344a609567	567448.0
8e1e0344a635127	1221480.6666666667
8e1e0344a6eb857	804237.0
8e1e0344a714337	1028490.4
8e1e0344b20e367	965714.0
8e1e0344b2f3d9f	1818182.0
8e1e0344b31eb9f	1900000.0
8e1e0344b359427	1518628.0
8e1e0344bad9527	1581028.0
8e1e03459022687	1081395.0
8e1e0345904b28f	809524.0
8e1e034590894e7	1067071.0
8e1e034590c6617	1405063.0
8e1e0345910ed9f	1300869.0
8e1e0345938d4cf	783823.5
8e1e03459472637	966667.0
8e1e0345955942f	725373.0
8e1e0345982c0b7	856975.5
8e1e0345989db77	1578431.0
8e1e034598a300f	1472692.5
8e1e034598a849f	966304.0
8e1e03459aa8c2f	999000.0
8e1e03459b0d0e7	808621.0
8e1e03459b8134f	998529.0
8e1e0345d29c0f7	418118.0
8e1e0345d2c0577	2247191.0
8e1e0345d3136e7	1565378.0
8e1e034cbaa5507	941509.0
8e1e0360022a25f	496027.0
8e1e036003acc9f	744552.0555555555
8e1e036003b2347	743519.5
8e1e0360046b28f	640288.0
8e1e03600505107	782522.0
8e1e03600513cc7	627990.6666666666
8e1e0360052095f	751712.0
8e1e036005580f7	582781.0
8e1e03600581ae7	1062500.0
8e1e03600c04d87	1031250.0
8e1e03600c5d45f	668462.0
8e1e0360102061f	628353.0
8e1e0360104a587	961538.0
8e1e0360114850f	792593.0
8e1e036011a6907	479871.0
8e1e0360124ac47	391622.0
8e1e0360136a627	1060000.0
8e1e03601446667	600000.0
8e1e0360144ba0f	781818.0
8e1e0360152e4cf	1011765.0
8e1e0360154418f	425714.0
8e1e03601671ca7	952286.0
8e1e03601b51997	668367.0
8e1e03601d4c897	381739.0
8e1e03601d6e64f	594681.0
8e1e0360208e157	984058.6875
8e1e036028603af	935065.0
8e1e0360295566f	926667.0
8e1e0360299539f	736316.0
8e1e036029adac7	736790.0
8e1e03602ac234f	992763.0
8e1e03602b05027	893750.0
8e1e0360381ecf7	1219298.0
8e1e03603a924c7	616105.25
8e1e036047098e7	908084.9285714285
8e1e0360492c38f	709032.0
8e1e0360501026f	657500.0
8e1e0360526ea17	909597.5
8e1e0360565b267	1262557.5
8e1e036056ed96f	621429.0
8e1e036058a67a7	865858.0
8e1e03605a8b40f	786175.3333333334
8e1e036060546df	711340.0
8e1e0360689ac17	218125.0
8e1e03606a0e537	937704.0
8e1e03608d81d77	810145.0
8e1e0360c482d67	656716.0
8e1e0360c49acaf	754560.0
8e1e0360c4a5a57	888148.0
8e1e0360cc31a57	882143.0
8e1e0360cca34a7	838686.0
8e1e0360ccf1d0f	740877.0
8e1e0360ccf27af	745455.0
8e1e0360e0ce4c7	897390.2105263158
8e1e0360e2e896f	321357.0
8e1e0360e3719b7	888889.0
8e1e0360e894ca7	722222.0
8e1e0360e8b030f	753390.0
8e1e0360e8f5397	804395.4166666666
8e1e0360ea9ac8f	1039370.0
8e1e0360eadbb47	644330.0
8e1e0360ec05c6f	927056.0
8e1e0360ec23b6f	864972.5
8e1e036100dc64f	576087.0
8e1e0361021390f	983333.0
8e1e036102ab22f	765934.1818181818
8e1e03610434ab7	749248.4
8e1e03610454107	664583.0
8e1e036104a2227	661818.5
8e1e036104d58c7	1013846.0
8e1e0361058259f	916667.0
8e1e036105827af	573906.0
8e1e036106b2607	706734.1
8e1e036106f4277	560833.0
8e1e0361072a2f7	740741.0
8e1e036108064a7	692857.0
8e1e03610829737	684211.0
8e1e0361092c217	799528.75
8e1e03610c0d0d7	861467.5
8e1e03610c11367	578947.0
8e1e03610d46527	605263.0
8e1e03610d9cb47	635854.4
8e1e03611166577	602837.0
8e1e036115159af	701563.0
8e1e03611588c4f	922330.0
8e1e0361169ac27	331667.0
8e1e036116db18f	528824.0
8e1e03611d85b27	815209.0
8e1e0361284cdb7	1405797.0
8e1e0361299c75f	626105.4285714285
8e1e03612ae589f	910920.0
8e1e03612b5481f	684685.0
8e1e036132400a7	652247.0
8e1e03613256317	711656.0
8e1e036132ca247	383916.0
8e1e036132e4117	1028571.0
8e1e036133aa177	818692.0
8e1e03613a3196f	1411765.0
8e1e0361408859f	896552.0
8e1e03614170527	1058955.75
8e1e036142e120f	700000.0
8e1e03614532327	738044.0
8e1e0361465aac7	910865.5
8e1e036146f54e7	671982.0
8e1e0361478ac9f	430833.0
8e1e0361480bb37	760000.0
8e1e0361480e6df	833056.0
8e1e03614811a27	682014.0
8e1e0361484095f	661386.0
8e1e036148ed1b7	696078.0
8e1e036148ed69f	927273.0
8e1e03614909aaf	913889.0
8e1e03614af4c47	600784.8571428572
8e1e03614ca5a37	812503.0
8e1e03614cd149f	696226.0
8e1e03614d1d627	619126.5
8e1e03614d586cf	731111.0
8e1e03614da9a2f	527941.0
8e1e0361549cda7	1159434.0
8e1e0361551491f	550000.0
8e1e0361569c8cf	851429.0
8e1e036157069a7	680901.5
8e1e0361572878f	693870.5
8e1e0361573059f	548171.0
8e1e03615752017	707653.0
8e1e03615c90baf	424569.0
8e1e03615cd47a7	563248.5
8e1e036162e9baf	950000.0
8e1e03616383d1f	600000.0
8e1e0361640baaf	719101.0
8e1e036164666e7	623752.3529411765
8e1e036164ca54f	812500.0
8e1e0361654daaf	767308.0
8e1e036166b4d67	1073302.0
8e1e03616766c17	619231.0
8e1e03616da0c27	694838.3333333334
8e1e0361814e097	460428.0
8e1e036188764ef	832292.0
8e1e0361e10b60f	818182.0
8e1e0361e1665a7	1180360.2
8e1e0361e81182f	1000000.0
8e1e0361e885c07	527778.0
8e1e0361eb96397	893750.0
8e1e0361eca28c7	642143.0
8e1e0361ed1c50f	794643.0
8e1e0361ed34b57	720451.6153846154
8e1e0361ed62117	529302.0
8e1e036205938e7	998824.0
8e1e036206f1a2f	877607.5
8e1e036207067a7	833333.0
8e1e0362204da67	749000.0
8e1e036220d1987	1162791.0
8e1e0362215c327	616667.0
8e1e0362248a71f	847735.45
8e1e036224cc227	904762.0
8e1e036226e632f	985553.0909090909
8e1e03622700a17	811765.0
8e1e03622831767	614257.0
8e1e036229856af	812211.0
8e1e036229abcf7	859649.0
8e1e03622a951af	817233.3333333334
8e1e03622b4e8e7	667845.0
8e1e036234aab5f	495234.0
8e1e03623cd200f	766667.0
8e1e0362606bc37	864358.375
8e1e0362615e36f	1104348.0
8e1e0362624d1a7	1131387.0
8e1e03626258517	391848.0
8e1e0362628e417	550943.0
8e1e0362632adb7	942308.0
8e1e03626429b97	358392.5
8e1e036266e8437	855556.0
8e1e0362670879f	493103.0
8e1e0362674a417	917582.0
8e1e03626cd94df	596000.0
8e1e03626cdc117	597500.0
8e1e03626d11847	641544.0
8e1e03626d182f7	673529.0
8e1e03626dae1af	593674.0
8e1e0362e749987	665250.12
8e1e036300ec7a7	573487.0
8e1e03630900a5f	836957.0
8e1e03630b1d75f	1265060.0
8e1e03630d0454f	801471.0
8e1e03630da346f	797330.1666666666
8e1e03631922cb7	886644.6764705882
8e1e0363193071f	817647.0
8e1e03631981b27	1013103.0
8e1e03631ac3807	919274.5
8e1e03631c02c57	806897.0
8e1e03631c0ed27	1037662.0
8e1e03631dae717	877660.0
8e1e03632068d6f	651607.0
8e1e03632070aaf	621277.0
8e1e036320d500f	153846.0
8e1e0363225ec87	666667.0
8e1e036322e37b7	677419.0
8e1e0363235316f	850000.0
8e1e036323a698f	262431.0
8e1e0363275cd67	659200.0
8e1e03632c156df	714828.1052631579
8e1e03632c1dd8f	1292605.6
8e1e03632c4d147	696083.5
8e1e03632cc5ac7	705556.0
8e1e03632cd3ba7	538000.0
8e1e03632d1d11f	688527.0
8e1e03632dac157	715268.4
8e1e0363349462f	797143.0
8e1e0363358bd8f	563452.0
8e1e0363359809f	563452.0
8e1e03633c76d97	928000.0
8e1e0363406e8ef	802083.0
8e1e03634181d27	1053571.0
8e1e036341a6027	712500.0
8e1e03634253507	399500.0
8e1e0363454a66f	1141905.0
8e1e03634564307	938184.5
8e1e0363456ab0f	1234639.0
8e1e0363459a55f	1051613.0
8e1e03634700b8f	1160000.0
8e1e03634706837	847826.0
8e1e03634708607	816067.3333333334
8e1e03634782707	895911.5510204082
8e1e036348699b7	1125336.4285714286
8e1e036349ae157	856543.25
8e1e03634a6e117	575472.0
8e1e03634b1cb47	758242.0
8e1e03634cea82f	795918.0
8e1e03634d68017	760000.0
8e1e03635066867	774138.0
8e1e036350d84af	1320000.0
8e1e036350e18df	502392.0
8e1e036350ed297	1118625.0
8e1e0363514a88f	737681.0
8e1e03635189c8f	852174.0
8e1e0363524e697	727273.0
8e1e036352ab8cf	749167.0
8e1e036353230a7	1133864.0
8e1e036353adcc7	441176.0
8e1e03635571ca7	806931.0
8e1e03635750b87	1181818.0
8e1e03635768b97	800000.0
8e1e0363578936f	507299.0
8e1e03635c09947	854605.0
8e1e03635d40ba7	625000.0
8e1e03635d43577	872149.0638297872
8e1e0363661b377	733333.0
8e1e036366434c7	467188.0
8e1e0363668b807	911897.5
8e1e036366d8d1f	858140.0
