l9	price
891e020ca5bffff	1219298.0
891e02686b7ffff	1200000.0
891e030a937ffff	1508301.0
891e0313473ffff	949495.0
891e034494bffff	594714.0
891e034494fffff	1233800.9523809524
891e034496bffff	1165505.75
891e034497bffff	1174963.5
891e0344a0bffff	1127359.0
891e0344a43ffff	747312.0
891e0344a5bffff	672048.0
891e0344a63ffff	894464.3333333334
891e0344a6fffff	804237.0
891e0344a73ffff	1028490.4
891e0344b23ffff	965714.0
891e0344b2fffff	1818182.0
891e0344b33ffff	1900000.0
891e0344b37ffff	1518628.0
891e0344bafffff	1581028.0
891e0345903ffff	1081395.0
891e0345907ffff	809524.0
891e034590bffff	1067071.0
891e034590fffff	1405063.0
891e0345913ffff	1300869.0
891e034593bffff	783823.5
891e0345947ffff	966667.0
891e0345957ffff	725373.0
891e0345983ffff	856975.5
891e034598bffff	1372530.0
891e03459abffff	999000.0
891e03459b3ffff	808621.0
891e03459bbffff	998529.0
891e0345d2bffff	418118.0
891e0345d2fffff	2247191.0
891e0345d33ffff	1565378.0
891e034cbabffff	941509.0
891e0360023ffff	496027.0
891e036003bffff	744448.8
891e0360047ffff	640288.0
891e0360053ffff	700121.3333333334
891e0360057ffff	582781.0
891e036005bffff	1062500.0
891e03600c3ffff	1031250.0
891e03600c7ffff	668462.0
891e0360103ffff	628353.0
891e0360107ffff	961538.0
891e0360117ffff	792593.0
891e0360127ffff	391622.0
891e0360137ffff	1060000.0
891e0360147ffff	690909.0
891e0360153ffff	1011765.0
891e0360157ffff	425714.0
891e0360167ffff	952286.0
891e036019bffff	1262557.5
891e03601b7ffff	668367.0
891e03601c7ffff	479871.0
891e03601d7ffff	488210.0
891e036020bffff	984058.6875
891e0360287ffff	935065.0
891e0360293ffff	736790.0
891e0360297ffff	926667.0
891e036029bffff	736316.0
891e03602afffff	992763.0
891e03602b3ffff	893750.0
891e0360307ffff	616105.25
891e0360383ffff	1219298.0
891e0360473ffff	908084.9285714285
891e0360493ffff	709032.0
891e0360503ffff	657500.0
891e0360527ffff	909597.5
891e0360567ffff	621429.0
891e036058bffff	865858.0
891e03605abffff	786175.3333333334
891e0360607ffff	711340.0
891e036068bffff	218125.0
891e03606a3ffff	937704.0
891e03608dbffff	810145.0
891e0360c4bffff	766474.6666666666
891e0360cc3ffff	882143.0
891e0360ccbffff	838686.0
891e0360ccfffff	742403.0
891e0360e0fffff	897390.2105263158
891e0360e2fffff	321357.0
891e0360e37ffff	888889.0
891e0360e8bffff	737806.0
891e0360e8fffff	804395.4166666666
891e0360eabffff	1039370.0
891e0360eafffff	644330.0
891e0360ec3ffff	902222.6
891e036100fffff	576087.0
891e0361023ffff	983333.0
891e036102bffff	765934.1818181818
891e0361043ffff	749248.4
891e0361047ffff	664583.0
891e036104bffff	661818.5
891e036104fffff	1013846.0
891e036105bffff	659596.25
891e036106bffff	706734.1
891e036106fffff	560833.0
891e0361073ffff	740741.0
891e0361083ffff	688534.0
891e0361093ffff	799528.75
891e03610c3ffff	821107.4285714285
891e03610d7ffff	605263.0
891e03610dbffff	635854.4
891e0361117ffff	602837.0
891e0361153ffff	701563.0
891e036115bffff	922330.0
891e036116bffff	331667.0
891e036116fffff	528824.0
891e03611dbffff	815209.0
891e0361287ffff	1405797.0
891e036129bffff	626105.4285714285
891e03612afffff	910920.0
891e03612b7ffff	684685.0
891e0361323ffff	1028571.0
891e0361327ffff	667099.25
891e036132fffff	383916.0
891e036133bffff	818692.0
891e03613a3ffff	1411765.0
891e036140bffff	896552.0
891e0361417ffff	1058955.75
891e036142fffff	700000.0
891e0361453ffff	738044.0
891e0361467ffff	910865.5
891e036146fffff	671982.0
891e036147bffff	430833.0
891e0361483ffff	758356.6666666666
891e0361487ffff	661386.0
891e036148fffff	811675.5
891e0361497ffff	913889.0
891e03614afffff	600784.8571428572
891e03614cbffff	812503.0
891e03614cfffff	696226.0
891e03614d3ffff	619126.5
891e03614d7ffff	731111.0
891e03614dbffff	527941.0
891e036154bffff	1159434.0
891e0361553ffff	550000.0
891e0361563ffff	707653.0
891e036156bffff	851429.0
891e0361573ffff	659543.0
891e03615cbffff	424569.0
891e03615cfffff	563248.5
891e036162fffff	950000.0
891e036163bffff	600000.0
891e0361643ffff	719101.0
891e0361647ffff	623752.3529411765
891e036164fffff	812500.0
891e0361657ffff	767308.0
891e036166bffff	1073302.0
891e0361677ffff	619231.0
891e03616dbffff	694838.3333333334
891e0361817ffff	460428.0
891e0361883ffff	832292.0
891e0361e13ffff	818182.0
891e0361e17ffff	1180360.2
891e0361e83ffff	1000000.0
891e0361e8bffff	527778.0
891e0361ebbffff	893750.0
891e0361ecbffff	642143.0
891e0361ed3ffff	723199.4444444445
891e0361ed7ffff	529302.0
891e036205bffff	998824.0
891e036206fffff	877607.5
891e0362073ffff	833333.0
891e0362207ffff	749000.0
891e036220fffff	1162791.0
891e0362217ffff	616667.0
891e036224bffff	847735.45
891e036224fffff	904762.0
891e036226fffff	985553.0909090909
891e0362273ffff	811765.0
891e0362283ffff	614257.0
891e036229bffff	828023.6666666666
891e03622abffff	817233.3333333334
891e03622b7ffff	667845.0
891e036234bffff	495234.0
891e0362353ffff	766667.0
891e0362607ffff	864358.375
891e0362617ffff	1104348.0
891e0362627ffff	638361.0
891e036262bffff	550943.0
891e0362633ffff	942308.0
891e0362643ffff	358392.5
891e036266fffff	855556.0
891e0362673ffff	493103.0
891e0362677ffff	917582.0
891e03626cfffff	596750.0
891e03626d3ffff	657536.5
891e03626dbffff	593674.0
891e0362e77ffff	665250.12
891e036300fffff	573487.0
891e0363093ffff	836957.0
891e03630b3ffff	1265060.0
891e03630d3ffff	801471.0
891e03630dbffff	797330.1666666666
891e0363193ffff	884673.3142857143
891e036319bffff	1013103.0
891e03631afffff	919274.5
891e03631c3ffff	922279.5
891e03631dbffff	877660.0
891e0363207ffff	636442.0
891e036320fffff	153846.0
891e0363227ffff	666667.0
891e036322fffff	677419.0
891e0363237ffff	850000.0
