l10	price
8a1e020ca5a7fff	1219298.0
8a1e02686b67fff	1200000.0
8a1e030a9347fff	1508301.0
8a1e03134727fff	949495.0
8a1e0344948ffff	594714.0
8a1e034494d7fff	1233800.9523809524
8a1e03449637fff	1152174.0
8a1e03449697fff	1191539.0
8a1e034496affff	1156828.0
8a1e03449797fff	1197753.0
8a1e0344a0affff	1127359.0
8a1e0344a427fff	747312.0
8a1e0344a59ffff	672048.0
8a1e0344a60ffff	567448.0
8a1e0344a637fff	1221480.6666666667
8a1e0344a6effff	804237.0
8a1e0344a717fff	1028490.4
8a1e0344b20ffff	965714.0
8a1e0344b2f7fff	1818182.0
8a1e0344b31ffff	1900000.0
8a1e0344b35ffff	1518628.0
8a1e0344badffff	1581028.0
8a1e03459027fff	1081395.0
8a1e0345904ffff	809524.0
8a1e0345908ffff	1067071.0
8a1e034590c7fff	1405063.0
8a1e03459107fff	1300869.0
8a1e0345938ffff	783823.5
8a1e03459477fff	966667.0
8a1e0345955ffff	725373.0
8a1e0345982ffff	856975.5
8a1e0345988ffff	1578431.0
8a1e034598a7fff	1472692.5
8a1e034598affff	966304.0
8a1e03459aaffff	999000.0
8a1e03459b0ffff	808621.0
8a1e03459b8ffff	998529.0
8a1e0345d29ffff	418118.0
8a1e0345d2c7fff	2247191.0
8a1e0345d3affff	1565378.0
8a1e034cbaa7fff	941509.0
8a1e0360022ffff	496027.0
8a1e036003affff	744552.0555555555
8a1e036003b7fff	743519.5
8a1e0360046ffff	640288.0
8a1e03600507fff	782522.0
8a1e03600517fff	627990.6666666666
8a1e03600527fff	751712.0
8a1e0360055ffff	582781.0
8a1e03600587fff	1062500.0
8a1e03600c07fff	1031250.0
8a1e03600c5ffff	668462.0
8a1e03601027fff	628353.0
8a1e0360105ffff	961538.0
8a1e0360114ffff	792593.0
8a1e036011a7fff	479871.0
8a1e0360124ffff	391622.0
8a1e0360136ffff	1060000.0
8a1e03601447fff	600000.0
8a1e0360144ffff	781818.0
8a1e0360152ffff	1011765.0
8a1e03601547fff	425714.0
8a1e03601677fff	952286.0
8a1e03601b57fff	668367.0
8a1e03601d4ffff	381739.0
8a1e03601d6ffff	594681.0
8a1e0360208ffff	984058.6875
8a1e03602867fff	935065.0
8a1e03602957fff	926667.0
8a1e03602997fff	736316.0
8a1e036029affff	736790.0
8a1e03602ac7fff	992763.0
8a1e03602b07fff	893750.0
8a1e03603067fff	616105.25
8a1e0360381ffff	1219298.0
8a1e0360470ffff	908084.9285714285
8a1e0360492ffff	709032.0
8a1e03605017fff	657500.0
8a1e0360526ffff	909597.5
8a1e0360565ffff	1048848.0
8a1e036058a7fff	865858.0
8a1e03605a8ffff	786175.3333333334
8a1e03606057fff	711340.0
8a1e0360689ffff	218125.0
8a1e03606a0ffff	937704.0
8a1e03608d87fff	810145.0
8a1e0360c417fff	888148.0
8a1e0360c487fff	656716.0
8a1e0360c49ffff	754560.0
8a1e0360cc37fff	882143.0
8a1e0360cca7fff	838686.0
8a1e0360ccf7fff	742403.0
8a1e0360e0cffff	897390.2105263158
8a1e0360e2effff	321357.0
8a1e0360e377fff	888889.0
8a1e0360e897fff	722222.0
8a1e0360e8b7fff	753390.0
8a1e0360e8f7fff	804395.4166666666
8a1e0360ea9ffff	1039370.0
8a1e0360eadffff	644330.0
8a1e0360ec07fff	927056.0
8a1e0360ec27fff	864972.5
8a1e036100dffff	576087.0
8a1e03610217fff	983333.0
8a1e036102affff	765934.1818181818
8a1e03610437fff	749248.4
8a1e03610457fff	664583.0
8a1e036104a7fff	661818.5
8a1e036104d7fff	1013846.0
8a1e03610587fff	573906.0
8a1e03610597fff	916667.0
8a1e036106b7fff	706734.1
8a1e036106f7fff	560833.0
8a1e0361072ffff	740741.0
8a1e03610807fff	692857.0
8a1e0361082ffff	684211.0
8a1e0361092ffff	799528.75
8a1e03610c0ffff	861467.5
8a1e03610c1ffff	578947.0
8a1e03610d47fff	605263.0
8a1e03610d9ffff	635854.4
8a1e03611167fff	602837.0
8a1e03611517fff	701563.0
8a1e0361158ffff	922330.0
8a1e0361169ffff	331667.0
8a1e036116dffff	528824.0
8a1e03611daffff	815209.0
8a1e03612847fff	1405797.0
8a1e0361299ffff	626105.4285714285
8a1e03612ae7fff	910920.0
8a1e03612b57fff	684685.0
8a1e03613247fff	652247.0
8a1e03613257fff	711656.0
8a1e036132cffff	383916.0
8a1e036132e7fff	1028571.0
8a1e036133affff	818692.0
8a1e03613a37fff	1411765.0
8a1e0361408ffff	896552.0
8a1e03614177fff	1058955.75
8a1e036142effff	700000.0
8a1e03614537fff	738044.0
8a1e0361465ffff	910865.5
8a1e036146f7fff	671982.0
8a1e0361478ffff	430833.0
8a1e0361480ffff	796528.0
8a1e03614817fff	682014.0
8a1e03614847fff	661386.0
8a1e036148effff	811675.5
8a1e0361490ffff	913889.0
8a1e03614af7fff	600784.8571428572
8a1e03614ca7fff	812503.0
8a1e03614cd7fff	696226.0
8a1e03614d1ffff	619126.5
8a1e03614d5ffff	731111.0
8a1e03614daffff	527941.0
8a1e0361549ffff	1159434.0
8a1e03615537fff	550000.0
8a1e0361569ffff	851429.0
8a1e03615707fff	680901.5
8a1e0361572ffff	693870.5
8a1e03615737fff	548171.0
8a1e03615757fff	707653.0
8a1e03615c97fff	424569.0
8a1e03615cd7fff	563248.5
8a1e036160dffff	619231.0
8a1e036162effff	950000.0
8a1e03616387fff	600000.0
8a1e0361640ffff	719101.0
8a1e03616467fff	623752.3529411765
8a1e036164cffff	812500.0
8a1e0361654ffff	767308.0
8a1e036166b7fff	1073302.0
8a1e03616da7fff	694838.3333333334
8a1e0361814ffff	460428.0
8a1e03618877fff	832292.0
8a1e0361e027fff	818182.0
8a1e0361e167fff	1180360.2
8a1e0361e817fff	1000000.0
8a1e0361e887fff	527778.0
8a1e0361eb97fff	893750.0
8a1e0361eca7fff	642143.0
8a1e0361ed1ffff	794643.0
8a1e0361ed37fff	720451.6153846154
8a1e0361ed67fff	529302.0
8a1e03620597fff	998824.0
8a1e036206f7fff	877607.5
8a1e03620707fff	833333.0
8a1e036220d7fff	1162791.0
8a1e0362215ffff	616667.0
8a1e03622337fff	749000.0
8a1e0362248ffff	847735.45
8a1e036224cffff	904762.0
8a1e036226e7fff	985553.0909090909
8a1e03622707fff	811765.0
8a1e03622837fff	614257.0
8a1e03622987fff	812211.0
8a1e036229affff	859649.0
8a1e03622a97fff	817233.3333333334
8a1e03622b4ffff	667845.0
8a1e036234affff	495234.0
8a1e03623cd7fff	766667.0
8a1e0362606ffff	864358.375
8a1e0362615ffff	1104348.0
8a1e0362624ffff	1131387.0
8a1e0362625ffff	391848.0
8a1e0362628ffff	550943.0
8a1e0362632ffff	942308.0
8a1e0362642ffff	358392.5
8a1e036266effff	855556.0
8a1e0362670ffff	493103.0
8a1e0362675ffff	917582.0
8a1e03626cdffff	596750.0
8a1e03626d17fff	641544.0
8a1e03626d1ffff	673529.0
8a1e03626daffff	593674.0
8a1e0362e74ffff	665250.12
8a1e036300effff	573487.0
8a1e03630907fff	836957.0
8a1e03630b1ffff	1265060.0
8a1e03630d07fff	801471.0
8a1e03630da7fff	797330.1666666666
8a1e03631927fff	886644.6764705882
8a1e03631937fff	817647.0
8a1e03631987fff	1013103.0
8a1e03631ac7fff	919274.5
8a1e03631c07fff	922279.5
8a1e03631daffff	877660.0
8a1e0363206ffff	651607.0
8a1e03632077fff	621277.0
8a1e036320d7fff	153846.0
8a1e03632257fff	666667.0
8a1e036322e7fff	677419.0
8a1e03632357fff	850000.0
8a1e036323a7fff	262431.0
8a1e0363275ffff	659200.0
8a1e03632c17fff	714828.1052631579
8a1e03632c1ffff	1292605.6
8a1e03632c4ffff	696083.5
8a1e03632cc7fff	705556.0
8a1e03632cd7fff	538000.0
8a1e03632d1ffff	688527.0
8a1e03632daffff	715268.4
8a1e03633497fff	797143.0
8a1e0363358ffff	563452.0
8a1e0363359ffff	563452.0
8a1e03633c2ffff	928000.0
8a1e0363406ffff	802083.0
8a1e03634187fff	1053571.0
8a1e036341a7fff	712500.0
8a1e03634257fff	399500.0
8a1e0363454ffff	1141905.0
8a1e03634567fff	938184.5
8a1e0363456ffff	1234639.0
8a1e0363459ffff	1051613.0
8a1e03634707fff	1003913.0
8a1e0363470ffff	816067.3333333334
8a1e03634787fff	895911.5510204082
8a1e0363486ffff	1125336.4285714286
8a1e036349affff	856543.25
8a1e03634a6ffff	575472.0
8a1e03634b1ffff	758242.0
8a1e03634ceffff	795918.0
8a1e03634d6ffff	760000.0
8a1e03635067fff	774138.0
8a1e036350dffff	1320000.0
8a1e036350e7fff	502392.0
8a1e036350effff	1118625.0
8a1e0363514ffff	737681.0
8a1e0363518ffff	852174.0
8a1e0363524ffff	727273.0
8a1e036352affff	749167.0
8a1e03635327fff	1133864.0
8a1e036353affff	441176.0
8a1e03635577fff	806931.0
8a1e03635617fff	507299.0
8a1e03635757fff	1181818.0
8a1e0363576ffff	800000.0
8a1e03635c0ffff	854605.0
8a1e03635d47fff	867000.125
8a1e0363661ffff	733333.0
8a1e03636647fff	467188.0
8a1e0363668ffff	911897.5
8a1e036366dffff	858140.0
8a1e03636817fff	1243243.0
8a1e036368effff	1035714.0
8a1e0363690ffff	1153654.0
8a1e03636927fff	924074.0
8a1e03636a17fff	813094.4210526316
8a1e03636a4ffff	845528.0
8a1e03636a57fff	967647.0
8a1e03636b1ffff	749216.0
8a1e03636d57fff	867356.2
8a1e03636d77fff	815152.0
8a1e036a0287fff	730000.0
8a1e036a03affff	476048.0
8a1e036a03b7fff	773396.0
8a1e036a05a7fff	605721.3333333334
8a1e036a0627fff	518182.0
8a1e036a0667fff	475000.0
8a1e036a0757fff	712628.6666666666
8a1e036a08dffff	500000.0
8a1e036a0b1ffff	402419.0
8a1e036a0d37fff	447368.0
8a1e036a0db7fff	626471.0
8a1e036a1d77fff	994635.0
8a1e036a216ffff	1036538.0
8a1e036a2907fff	466190.0
8a1e036a3837fff	702817.0
8a1e036a38a7fff	642712.0
8a1e036a39a7fff	711111.0
8a1e036a3c47fff	894283.1538461539
8a1e036a3c97fff	908081.0
8a1e036a3d07fff	330000.0
8a1e036a3d1ffff	477778.0
8a1e036a40e7fff	972973.0
8a1e036a4197fff	1415000.0
8a1e036a42c7fff	626045.75
8a1e036a442ffff	729730.0
8a1e036a48effff	953125.0
8a1e036a4a2ffff	1042553.0
8a1e036a4a4ffff	906154.0
8a1e036a4a67fff	433333.0
8a1e036a4b77fff	668105.0
8a1e036a4c2ffff	955942.0
8a1e036a4cb7fff	1187500.0
8a1e036a4d1ffff	636163.25
8a1e036a5127fff	526786.0
8a1e036a562ffff	744307.5555555555
8a1e036a564ffff	706290.0
8a1e036a56dffff	738711.4285714285
8a1e036a5817fff	597321.5
8a1e036a5847fff	675000.0
8a1e036a586ffff	831776.0
8a1e036a589ffff	1240253.0
8a1e036a5a37fff	703125.0
8a1e036a5c1ffff	855357.0
8a1e036a5ceffff	637446.9375
8a1e036a5d2ffff	650000.0
8a1e036a5daffff	1188663.0
8a1e036a6017fff	483373.0
8a1e036a611ffff	593103.0
8a1e036a6147fff	478095.5
8a1e036a6157fff	738889.0
8a1e036a631ffff	501393.0
8a1e036a6857fff	642466.0
8a1e036a6887fff	577072.6666666666
8a1e036a68cffff	625000.0
8a1e036a68effff	890992.5
8a1e036a699ffff	485000.0
8a1e036a6d37fff	648091.0
8a1e036a6d9ffff	870588.0
8a1e036a806ffff	787719.0
8a1e036ac18ffff	587086.5
8a1e036ac2effff	665556.0
